GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PRESLAR,G20PREOHAM,G20PREOFUE,G20USSDBOO,G20USSRMEH,G20USSGHOF,G20USSOFER,G20USSOBUR
34003050005,34,003,050005,534.16,409.94,6.73,3.13,0.47,0.47,0.66,0.47,533.79,380.16,5.78,8.06,3.79
34003050006,34,003,050006,471.72,362.01,5.95,2.76,0.42,0.42,0.59,0.42,471.38,335.72,5.11,7.12,3.35
34003050007,34,003,050007,633.81,486.41,7.99,3.71,0.56,0.56,0.79,0.56,633.36,451.08,6.86,9.56,4.5
34003050008,34,003,050008,701.36,538.25,8.84,4.11,0.62,0.62,0.87,0.62,700.86,499.15,7.6,10.58,4.98
34003050009,34,003,050009,450.45,345.7,5.68,2.64,0.4,0.4,0.56,0.4,450.13,320.59,4.88,6.8,3.2
34003050010,34,003,050010,396.51,304.3,5,2.32,0.35,0.35,0.49,0.35,396.23,282.19,4.29,5.98,2.82
34003050011,34,003,050011,354.97,272.42,4.47,2.08,0.32,0.32,0.44,0.32,354.72,252.63,3.84,5.36,2.52
34003060001,34,003,060001,1406.43,1125.32,18.01,15.11,0,5.23,1.16,1.16,1395.96,1028.83,19.76,24.41,18.02
34003060002,34,003,060002,329.85,263.88,4.23,3.54,0,1.23,0.27,0.27,327.39,241.25,4.63,5.72,4.23
34003060003,34,003,060003,397.42,317.94,5.09,4.27,0,1.48,0.33,0.33,394.47,290.68,5.58,6.9,5.09
34003060004,34,003,060004,315.89,244.39,3.74,3.12,0.04,1.08,0.25,0.32,316.02,219.59,4.36,6.2,3.81
34003065001,34,003,065001,453.99,189.65,3.12,2.28,0.12,0.96,0.48,0.36,443.2,178.98,4.32,3.84,0.96
34003065002,34,003,065002,872.32,364.41,5.99,4.38,0.23,1.84,0.92,0.69,851.58,343.9,8.29,7.37,1.84
34003065003,34,003,065003,1416.4,593.65,9.71,7.11,0.38,2.98,1.49,1.12,1382.85,560.11,13.47,11.99,3.03
34003065004,34,003,065004,1052.96,440.04,7.22,5.28,0.28,2.22,1.11,0.84,1027.99,415.14,10.01,8.94,2.23
34003067001,34,003,067001,1171.88,961.95,7.97,6.13,1.11,0.5,1.06,1.52,1191.72,841.27,12.25,18.45,9.13
34003067002,34,003,067002,502.22,429.06,3.55,2.68,0.48,0.19,0.48,0.67,510.75,377.29,5.27,7.48,4.03
34003067003,34,003,067003,358.81,306.55,2.53,1.92,0.34,0.14,0.34,0.48,364.91,269.56,3.77,5.34,2.88
34003067004,34,003,067004,241.98,206.73,1.71,1.29,0.23,0.09,0.23,0.32,246.09,181.79,2.54,3.6,1.94
34003067005,34,003,067005,373.97,307.99,2.55,1.96,0.35,0.16,0.34,0.49,380.3,269.48,3.91,5.86,2.92
34003067006,34,003,067006,387.96,331.45,2.74,2.07,0.37,0.15,0.37,0.52,394.55,291.45,4.07,5.78,3.11
34003067007,34,003,067007,186.32,159.18,1.32,1,0.18,0.07,0.18,0.25,189.49,139.97,1.96,2.77,1.49
34003067008,34,003,067008,687.42,587.29,4.86,3.67,0.66,0.26,0.66,0.92,699.1,516.42,7.22,10.24,5.51
34003067009,34,003,067009,681.88,582.55,4.82,3.65,0.65,0.26,0.65,0.91,693.47,512.26,7.16,10.15,5.47
34003067010,34,003,067010,719.4,614.61,5.08,3.85,0.69,0.27,0.69,0.96,731.62,540.44,7.55,10.71,5.77
34003070001,34,003,070001,312.64,345.16,3.68,1.84,0.42,0.14,0.14,0,306.84,332.15,2.97,2.83,1.27
34003070002,34,003,070002,319.29,352.51,3.75,1.88,0.43,0.14,0.14,0,313.37,339.22,3.03,2.89,1.3
34003070003,34,003,070003,351.07,361.46,3.93,1.94,0.41,0.18,0.22,0.03,345.19,348.1,3.12,3.02,1.38
34003070004,34,003,070004,580.5,640.89,6.83,3.41,0.79,0.26,0.26,0,569.74,616.73,5.51,5.25,2.36
34003070005,34,003,070005,391.81,427.51,4.62,2.27,0.55,0.19,0.18,0.01,384.13,412.08,3.73,3.5,1.64
34003070006,34,003,070006,320.51,353.85,3.77,1.88,0.43,0.14,0.14,0,314.56,340.51,3.04,2.9,1.3
34003075101,34,003,075101,611.72,243.18,4.68,2.86,0.52,0.26,1.56,0,580.77,237.2,7.8,8.32,2.08
34003075102,34,003,075102,921.25,366.23,7.05,4.31,0.78,0.39,2.35,0,874.64,357.22,11.75,12.53,3.13
34003075103,34,003,075103,313.6,124.67,2.4,1.47,0.27,0.13,0.8,0,297.73,121.6,4,4.27,1.07
34003075104,34,003,075104,505.43,200.92,3.87,2.36,0.43,0.21,1.29,0,479.85,195.98,6.45,6.88,1.72
34003075201,34,003,075201,283.4,162.11,3.43,0.57,0.11,0.23,0,0.46,273.68,156.05,2.74,1.6,1.14
34003075202,34,003,075202,494.84,283.05,5.99,1,0.2,0.4,0,0.8,477.87,272.47,4.79,2.79,2
34003075203,34,003,075203,757.36,433.21,9.17,1.53,0.31,0.61,0,1.22,731.39,417.02,7.33,4.28,3.06
34003075204,34,003,075204,938.81,535.52,11.3,1.93,0.38,0.76,0,1.5,906.68,515.39,9.1,5.34,3.79
34003075301,34,003,075301,850.7,140.39,1.55,2.17,0,1.55,0,0,830.2,120.51,8.08,15.84,2.48
34003075302,34,003,075302,571.97,94.39,1.04,1.46,0,1.04,0,0,558.19,81.02,5.43,10.65,1.67
34003075303,34,003,075303,356.07,58.76,0.65,0.91,0,0.65,0,0,347.49,50.44,3.38,6.63,1.04
34003075304,34,003,075304,924.35,152.54,1.69,2.36,0,1.69,0,0,902.08,130.94,8.77,17.21,2.7
34003075401,34,003,075401,20.98,2.33,0.04,0.04,0.01,0.03,0.01,0.01,20.57,1.88,0.15,0.2,0.08
34003075402,34,003,075402,675.8,86.06,1.41,1.27,0.26,0.98,0.26,0.26,662.74,71.69,4.92,6.41,2.72
34003075403,34,003,075403,1346.91,149.71,2.45,2.45,0.49,1.96,0.49,0.49,1320.98,120.85,9.79,12.72,5.38
34003075404,34,003,075404,752.11,83.6,1.37,1.37,0.27,1.09,0.27,0.27,737.63,67.48,5.46,7.1,3.01
34003080001,34,003,080001,490.66,407.2,3.56,2.73,0.82,0,0.27,0.55,463.06,422.18,2.47,2.46,1.64
34003080002,34,003,080002,235.36,195.48,1.71,1.31,0.39,0,0.13,0.26,222.11,202.69,1.18,1.18,0.79
34003080003,34,003,080003,572.31,475.33,4.15,3.19,0.96,0,0.32,0.64,540.09,492.88,2.87,2.87,1.91
34003080004,34,003,080004,492.84,404.07,3.58,2.72,0.82,0.01,0.28,0.54,465.12,419.1,2.54,2.49,1.65
34003085001,34,003,085001,422.47,331.48,4.85,2.42,0.64,0.54,0.52,0.61,415.7,316.22,5.93,6.12,2.7
34003085002,34,003,085002,702.58,541.61,8.14,4.05,1.09,0.9,0.89,1.02,690.61,516.72,10.07,10.4,4.59
34003085003,34,003,085003,506.03,386.97,5.89,2.92,0.79,0.65,0.65,0.74,497.18,369.2,7.32,7.56,3.34
34003085004,34,003,085004,517.4,408.07,5.92,2.97,0.79,0.66,0.64,0.74,509.26,389.28,7.21,7.45,3.28
34003085005,34,003,085005,288.51,220.56,3.36,1.67,0.45,0.37,0.37,0.42,283.46,210.43,4.18,4.31,1.9
34003085006,34,003,085006,202.52,154.82,2.36,1.17,0.32,0.26,0.26,0.3,198.98,147.71,2.93,3.03,1.34
34003085007,34,003,085007,326.28,249.44,3.8,1.88,0.51,0.42,0.42,0.48,320.57,237.98,4.72,4.87,2.15
34003085008,34,003,085008,591.89,452.49,6.89,3.42,0.92,0.76,0.76,0.87,581.53,431.71,8.57,8.84,3.91
34003085009,34,003,085009,887.63,678.58,10.33,5.12,1.38,1.14,1.14,1.3,872.1,647.42,12.85,13.26,5.86
34003085010,34,003,085010,546.48,417.78,6.36,3.16,0.85,0.7,0.7,0.8,536.92,398.59,7.91,8.16,3.61
34003085011,34,003,085011,465.72,356.03,5.42,2.69,0.73,0.6,0.6,0.68,457.57,339.68,6.74,6.96,3.07
34003085012,34,003,085012,351.6,268.79,4.09,2.03,0.55,0.45,0.45,0.52,345.44,256.45,5.09,5.25,2.32
34003085013,34,003,085013,241.9,184.93,2.82,1.4,0.38,0.31,0.31,0.35,237.67,176.44,3.5,3.61,1.6
34003085014,34,003,085014,427.95,327.16,4.98,2.47,0.67,0.55,0.55,0.63,420.45,312.13,6.2,6.39,2.82
34003085015,34,003,085015,357.44,273.11,4.16,2.06,0.56,0.46,0.46,0.52,351.16,260.6,5.17,5.33,2.36
34003085016,34,003,085016,611.18,467.23,7.11,3.53,0.95,0.78,0.78,0.9,600.48,445.78,8.85,9.13,4.03
34003085017,34,003,085017,372.13,284.49,4.33,2.15,0.58,0.48,0.48,0.55,365.62,271.43,5.39,5.56,2.46
34003085018,34,003,085018,319.81,244.49,3.72,1.85,0.5,0.41,0.41,0.47,314.22,233.27,4.63,4.78,2.11
34003085019,34,003,085019,377.72,288.76,4.4,2.18,0.59,0.48,0.48,0.55,371.11,275.5,5.47,5.64,2.49
34003085020,34,003,085020,591.82,452.43,6.89,3.42,0.92,0.76,0.76,0.87,581.46,431.66,8.57,8.84,3.9
34003085021,34,003,085021,656.32,485.73,7.36,3.71,1,0.84,0.81,0.94,645.79,460.82,9.36,10.27,4.24
34003085022,34,003,085022,579.84,443.27,6.75,3.35,0.9,0.74,0.74,0.85,569.69,422.92,8.4,8.66,3.83
34003085023,34,003,085023,675.07,516.08,7.86,3.9,1.05,0.87,0.87,0.99,663.25,492.38,9.77,10.08,4.45
34003090001,34,003,090001,361.07,228.21,1.87,2.18,0.47,1.4,0,0.31,363.4,192.28,4.51,4.67,2.64
34003090002,34,003,090002,648.25,409.73,3.35,3.91,0.84,2.51,0,0.56,652.43,345.21,8.1,8.38,4.75
34003090003,34,003,090003,322.29,203.7,1.67,1.94,0.42,1.25,0,0.28,324.37,171.63,4.03,4.17,2.36
34003090004,34,003,090004,619.95,391.84,3.21,3.74,0.8,2.4,0,0.53,623.95,330.14,7.75,8.01,4.54
34003090005,34,003,090005,323.34,204.37,1.67,1.95,0.42,1.25,0,0.28,325.43,172.19,4.04,4.18,2.37
34003090006,34,003,090006,46.12,29.15,0.24,0.28,0.06,0.18,0,0.04,46.41,24.56,0.58,0.6,0.34
34003095001,34,003,095001,1777.05,1044.95,9.42,8.77,1.14,2.11,1.14,0.32,1751.06,964.22,17.54,18.03,9.1
34003095002,34,003,095002,726.28,427.07,3.85,3.58,0.46,0.86,0.46,0.13,715.66,394.08,7.17,7.37,3.72
34003095003,34,003,095003,959.65,564.3,5.09,4.74,0.61,1.14,0.61,0.18,945.61,520.7,9.47,9.74,4.91
34003095004,34,003,095004,20.51,12.06,0.11,0.1,0.01,0.02,0.01,0,20.21,11.13,0.2,0.21,0.1
34003095005,34,003,095005,1194.87,702.61,6.33,5.9,0.76,1.42,0.76,0.22,1177.39,648.33,11.8,12.12,6.12
34003095006,34,003,095006,362.88,213.38,1.92,1.79,0.23,0.43,0.23,0.07,357.57,196.9,3.58,3.68,1.86
34003095007,34,003,095007,632.11,371.69,3.35,3.12,0.4,0.75,0.4,0.12,622.86,342.98,6.24,6.41,3.24
34003095008,34,003,095008,539.58,317.29,2.86,2.66,0.35,0.64,0.35,0.1,531.69,292.78,5.33,5.47,2.76
34003095009,34,003,095009,376.55,221.42,2,1.86,0.24,0.45,0.24,0.07,371.05,204.32,3.72,3.82,1.93
34003095010,34,003,095010,644.98,379.27,3.42,3.18,0.41,0.77,0.41,0.12,635.55,349.96,6.37,6.54,3.3
34003095011,34,003,095011,889.42,523,4.72,4.39,0.57,1.06,0.57,0.16,876.42,482.6,8.78,9.02,4.55
34003095012,34,003,095012,324.49,190.81,1.72,1.6,0.21,0.39,0.21,0.06,319.74,176.07,3.2,3.29,1.66
34003095013,34,003,095013,285.57,167.92,1.51,1.41,0.18,0.34,0.18,0.05,281.39,154.95,2.82,2.9,1.46
34003095014,34,003,095014,457.48,271.93,2.45,2.27,0.31,0.53,0.29,0.09,450.29,252.06,4.46,4.58,2.32
34003095015,34,003,095015,539.58,317.29,2.86,2.66,0.35,0.64,0.35,0.1,531.69,292.78,5.33,5.47,2.76
34003095016,34,003,095016,553.26,325.33,2.93,2.73,0.35,0.66,0.35,0.1,545.17,300.2,5.46,5.61,2.83
34003095017,34,003,095017,68.89,40.51,0.37,0.34,0.04,0.08,0.04,0.01,67.89,37.38,0.68,0.7,0.35
34003095018,34,003,095018,37.87,22.27,0.2,0.19,0.02,0.04,0.02,0.01,37.31,20.55,0.37,0.38,0.19
34003095019,34,003,095019,234.03,137.62,1.24,1.16,0.15,0.28,0.15,0.04,230.61,126.98,2.31,2.37,1.2
34003095020,34,003,095020,287.67,169.16,1.53,1.42,0.18,0.34,0.18,0.05,283.47,156.09,2.84,2.92,1.47
34003100001,34,003,100001,441.51,628.53,7.33,2.73,0.29,0.14,0.72,0,407.47,645.33,4.31,3.02,1.44
34003100002,34,003,100002,592.02,842.86,9.83,3.66,0.39,0.19,0.96,0,546.37,865.4,5.78,4.05,1.93
34003100003,34,003,100003,281.03,400.1,4.66,1.74,0.18,0.09,0.46,0,259.35,410.8,2.74,1.92,0.91
34003100004,34,003,100004,971.33,1382.87,16.12,6.01,0.63,0.32,1.58,0,896.42,1419.85,9.48,6.64,3.16
34003100005,34,003,100005,464.36,650.11,7.76,2.86,0.32,0.2,0.73,0.01,429.8,666.14,4.53,3.38,1.61
34003100006,34,003,100006,333.64,475,5.54,2.06,0.22,0.11,0.54,0,307.91,487.7,3.26,2.28,1.09
34003105101,34,003,105101,1023.45,782.32,7.72,6.24,1.31,2.96,0.66,0.99,1028.73,643.22,12.98,30.53,13.14
34003105102,34,003,105102,410.54,313.58,3.1,2.5,0.53,1.19,0.26,0.4,412.64,257.79,5.2,12.25,5.27
34003105103,34,003,105103,265.76,203,2,1.62,0.34,0.77,0.17,0.26,267.12,166.88,3.37,7.93,3.41
34003105201,34,003,105201,692.95,529.3,5.23,4.22,0.89,2,0.44,0.67,696.51,435.14,8.78,20.68,8.89
34003105202,34,003,105202,199.52,152.4,1.5,1.22,0.26,0.58,0.13,0.19,200.54,125.29,2.53,5.95,2.56
34003105203,34,003,105203,124.95,95.44,0.94,0.76,0.16,0.36,0.08,0.12,125.59,78.46,1.58,3.73,1.6
34003105301,34,003,105301,416.88,318.43,3.14,2.54,0.54,1.2,0.27,0.4,419.02,261.78,5.28,12.44,5.35
34003105302,34,003,105302,334.38,255.41,2.52,2.04,0.43,0.97,0.21,0.32,336.09,209.97,4.24,9.98,4.29
34003105303,34,003,105303,311.37,237.84,2.35,1.9,0.4,0.9,0.2,0.3,312.97,195.53,3.95,9.29,4
34003105401,34,003,105401,223.71,170.88,1.69,1.36,0.29,0.65,0.14,0.22,224.86,140.48,2.84,6.68,2.87
34003105402,34,003,105402,243.94,186.33,1.84,1.49,0.31,0.7,0.16,0.23,245.19,153.18,3.09,7.28,3.13
34003105403,34,003,105403,330.47,252.83,2.49,2.01,0.42,0.94,0.21,0.32,332.22,208.06,4.18,9.8,4.22
34003105501,34,003,105501,800.84,611.71,6.04,4.88,1.03,2.31,0.51,0.77,804.95,502.89,10.15,23.9,10.28
34003105502,34,003,105502,439.89,336,3.32,2.68,0.56,1.27,0.28,0.42,442.15,276.23,5.58,13.13,5.65
34003105503,34,003,105503,387.53,296.01,2.92,2.36,0.5,1.12,0.25,0.37,389.52,243.35,4.91,11.56,4.97
34003110001,34,003,110001,568.78,278,7.55,2.82,0.43,0.15,0.95,0.61,537.02,302.91,4.54,2.57,1.7
34003110002,34,003,110002,587.44,287.24,7.78,3.04,0.45,0.11,1.01,0.68,554.43,313.84,4.85,2.48,1.69
34003110003,34,003,110003,783,382.86,10.36,4.06,0.6,0.15,1.35,0.9,738.99,418.31,6.46,3.3,2.25
34003110004,34,003,110004,820.48,401.19,10.86,4.25,0.63,0.16,1.42,0.94,774.37,438.34,6.77,3.46,2.36
34003110005,34,003,110005,812.73,397.4,10.76,4.21,0.62,0.16,1.4,0.94,767.05,434.2,6.7,3.43,2.34
34003110006,34,003,110006,664.4,324.87,8.79,3.44,0.51,0.13,1.15,0.76,627.06,354.95,5.48,2.8,1.91
34003110007,34,003,110007,565.73,276.62,7.49,2.93,0.43,0.11,0.98,0.65,533.93,302.23,4.66,2.39,1.63
34003110008,34,003,110008,493.93,241.52,6.54,2.56,0.38,0.09,0.85,0.57,466.17,263.88,4.07,2.08,1.42
34003115101,34,003,115101,467.47,142.1,2.25,1.5,0.24,0.79,0.14,0.31,464.33,123.45,2.46,6.25,2.29
34003115102,34,003,115102,1277.87,388.45,6.16,4.11,0.65,2.15,0.37,0.84,1269.27,337.46,6.72,17.09,6.26
34003115103,34,003,115103,788.53,239.7,3.8,2.54,0.4,1.33,0.23,0.52,783.23,208.24,4.15,10.54,3.86
34003115104,34,003,115104,1269.56,396.42,6.2,4.27,0.68,2.14,0.44,0.84,1261.13,344.52,6.95,17.4,6.54
34003115201,34,003,115201,190.27,57.84,0.92,0.61,0.1,0.32,0.06,0.13,188.99,50.25,1,2.54,0.93
34003115202,34,003,115202,567.77,172.59,2.74,1.83,0.29,0.95,0.17,0.37,563.95,149.94,2.99,7.59,2.78
34003115203,34,003,115203,931.79,284.02,4.5,3,0.48,1.57,0.27,0.61,925.51,246.83,4.91,12.46,4.56
34003115204,34,003,115204,640.34,194.65,3.09,2.06,0.33,1.08,0.19,0.42,636.04,169.1,3.37,8.56,3.14
34003115205,34,003,115205,410.43,124.76,1.98,1.32,0.21,0.69,0.12,0.27,407.67,108.39,2.16,5.49,2.01
34003115301,34,003,115301,265.28,80.64,1.28,0.85,0.14,0.45,0.08,0.17,263.5,70.06,1.4,3.55,1.3
34003115302,34,003,115302,245.77,74.71,1.19,0.79,0.13,0.41,0.07,0.16,244.12,64.9,1.29,3.29,1.2
34003115303,34,003,115303,224.42,68.22,1.08,0.72,0.11,0.38,0.07,0.15,222.92,59.27,1.18,3,1.1
34003115304,34,003,115304,489.1,148.68,2.36,1.57,0.25,0.82,0.14,0.32,485.81,129.16,2.57,6.54,2.39
34003115305,34,003,115305,1586.83,482.37,7.65,5.1,0.81,2.67,0.46,1.04,1576.16,419.06,8.35,21.22,7.77
34003115401,34,003,115401,104.89,31.89,0.51,0.34,0.05,0.18,0.03,0.07,104.19,27.7,0.55,1.4,0.51
34003115402,34,003,115402,312.24,94.92,1.51,1,0.16,0.52,0.09,0.21,310.14,82.46,1.64,4.18,1.53
34003115403,34,003,115403,216.5,65.81,1.04,0.7,0.11,0.36,0.06,0.14,215.04,57.17,1.14,2.9,1.06
34003115404,34,003,115404,162.22,49.31,0.78,0.52,0.08,0.27,0.05,0.11,161.13,42.84,0.85,2.17,0.79
34003115405,34,003,115405,70.13,21.32,0.34,0.23,0.04,0.12,0.02,0.05,69.66,18.52,0.37,0.94,0.34
34003115501,34,003,115501,694.62,211.15,3.35,2.23,0.36,1.17,0.2,0.46,689.95,183.44,3.65,9.29,3.4
34003115502,34,003,115502,717.18,218.01,3.46,2.31,0.37,1.21,0.21,0.47,712.36,189.4,3.77,9.59,3.51
34003115503,34,003,115503,581.8,176.86,2.81,1.87,0.3,0.98,0.17,0.38,577.88,153.64,3.06,7.78,2.85
34003115504,34,003,115504,486.66,147.94,2.35,1.56,0.25,0.82,0.14,0.32,483.39,128.52,2.56,6.51,2.38
34003115505,34,003,115505,331.76,100.85,1.6,1.07,0.17,0.56,0.1,0.22,329.53,87.61,1.75,4.44,1.62
34003115506,34,003,115506,511.38,157.98,2.53,1.64,0.27,0.85,0.15,0.34,507.72,137.86,2.7,6.83,2.49
34003120001,34,003,120001,458.53,302.32,3.47,1.48,0.03,0.49,0.97,0.24,461.53,286.04,3.41,2.45,1.69
34003120002,34,003,120002,943.26,624.76,7.13,3.06,0,1.02,2.04,0.51,950.39,590.11,7.13,5.1,3.57
34003120003,34,003,120003,372.39,246.65,2.82,1.21,0,0.4,0.8,0.2,375.21,232.97,2.82,2.01,1.41
34003125001,34,003,125001,504.5,488.11,6.41,3.42,0.71,0.85,0.85,0.57,496.66,463.04,5.84,7.69,2.42
34003125002,34,003,125002,407.09,393.88,5.17,2.76,0.57,0.69,0.69,0.46,400.77,373.64,4.71,6.21,1.95
34003125003,34,003,125003,179.11,173.31,2.28,1.21,0.25,0.3,0.3,0.2,176.33,164.4,2.07,2.73,0.86
34003125004,34,003,125004,586.34,567.31,7.45,3.97,0.83,0.99,0.99,0.66,577.24,538.16,6.79,8.94,2.81
34003125005,34,003,125005,324.09,313.57,4.12,2.2,0.46,0.55,0.55,0.37,319.05,297.46,3.75,4.94,1.56
34003125006,34,003,125006,274.9,265.98,3.49,1.86,0.39,0.47,0.47,0.31,270.63,252.31,3.18,4.19,1.32
34003125007,34,003,125007,272.93,264.08,3.47,1.85,0.39,0.46,0.46,0.31,268.7,250.51,3.16,4.16,1.31
34003125008,34,003,125008,310.5,300.42,3.95,2.1,0.44,0.53,0.53,0.35,305.68,284.98,3.59,4.73,1.49
34003125009,34,003,125009,631.36,611.03,8.02,4.28,0.89,1.07,1.07,0.71,621.6,579.55,7.3,9.62,3.03
34003130001,34,003,130001,704.05,322.08,5.9,2.72,0,0.45,0.45,0.45,681.82,335.69,0.91,4.99,1.36
34003130002,34,003,130002,830.1,379.75,6.95,3.21,0,0.53,0.53,0.53,803.89,395.8,1.07,5.88,1.6
34003135001,34,003,135001,346.74,299.12,4.61,1.16,0.76,0.75,0.4,0.66,336.53,298.73,3.08,2.98,1.64
34003135002,34,003,135002,747.9,643.05,9.9,2.52,1.65,1.62,0.85,1.42,726.14,641.86,6.69,6.45,3.6
34003135003,34,003,135003,543.55,472.23,7.21,1.83,1.18,1.18,0.6,1.04,527.77,471.43,4.82,4.63,2.57
34003135004,34,003,135004,1257.2,1078.57,16.71,4.1,2.76,2.73,1.4,2.38,1219.68,1078.56,11.06,10.74,5.86
34003135005,34,003,135005,397.92,348.13,5.27,1.35,0.85,0.83,0.44,0.74,386.35,347.39,3.51,3.39,1.9
34003135006,34,003,135006,433.69,374.01,5.75,1.44,0.96,0.96,0.48,0.84,420.99,373.53,3.83,3.71,2.04
34003140001,34,003,140001,510.22,425.3,10.86,4.28,0.33,0,0.66,0.66,469.41,468.09,4.61,3.62,1.65
34003140002,34,003,140002,493.96,405.48,10.38,4.06,0.32,0.01,0.64,0.63,454.92,446.04,4.42,3.49,1.6
34003140003,34,003,140003,551.8,459.95,11.75,4.63,0.36,0,0.71,0.71,507.65,506.23,4.98,3.92,1.78
34003145001,34,003,145001,385.06,158.76,2.21,2.21,0.25,0.61,0.12,0.12,374.5,147.96,4.3,3.68,1.72
34003145002,34,003,145002,643.04,269.67,3.68,3.67,0.41,1.01,0.21,0.2,625.74,251.17,7.14,6.17,2.89
34003145003,34,003,145003,721.99,297.68,4.14,4.14,0.46,1.15,0.23,0.23,702.19,277.42,8.06,6.91,3.22
34003145004,34,003,145004,424.7,175.11,2.44,2.44,0.27,0.68,0.14,0.14,413.06,163.19,4.74,4.06,1.9
34003145005,34,003,145005,343.23,141.87,1.97,1.97,0.22,0.55,0.11,0.11,333.85,132.2,3.83,3.28,1.53
34003145006,34,003,145006,517.3,215.31,3.05,2.92,0.33,0.81,0.16,0.18,503.02,200.88,5.75,4.9,2.3
34003150001,34,003,150001,425.49,300.41,1.78,2.75,0.47,0.94,0.63,0,431.06,261.33,3.69,7.45,4.42
34003150002,34,003,150002,152.58,107.31,0.63,0.98,0.17,0.34,0.23,0,154.58,93.38,1.32,2.64,1.6
34003150003,34,003,150003,565.78,397.64,2.34,3.61,0.64,1.27,0.85,0,573.21,346.05,4.88,9.77,5.94
34003150004,34,003,150004,652.19,458.37,2.69,4.16,0.73,1.47,0.98,0,660.76,398.9,5.63,11.26,6.85
34003150005,34,003,150005,507.49,356.67,2.09,3.24,0.57,1.14,0.76,0,514.15,310.4,4.38,8.76,5.33
34003150006,34,003,150006,294.21,206.77,1.21,1.88,0.33,0.66,0.44,0,298.07,179.95,2.54,5.08,3.09
34003155001,34,003,155001,753.77,489.74,4.97,4.85,0.73,1.7,0.12,0.97,751.46,422.42,7.52,23.77,6.43
34003155002,34,003,155002,450.15,292.47,2.97,2.9,0.43,1.01,0.07,0.58,448.77,252.27,4.49,14.2,3.84
34003155003,34,003,155003,295.97,192.3,1.95,1.9,0.29,0.67,0.05,0.38,295.07,165.87,2.95,9.33,2.52
34003155004,34,003,155004,348.98,226.79,2.3,2.25,0.34,0.79,0.06,0.45,347.91,195.63,3.48,11,2.98
34003155005,34,003,155005,682.1,443.17,4.5,4.39,0.66,1.54,0.11,0.88,680.01,382.26,6.8,21.51,5.82
34003155006,34,003,155006,671.63,446.27,4.62,4.33,0.66,1.5,0.16,0.86,669.19,387.53,6.75,20.67,5.61
34003155007,34,003,155007,382.14,248.28,2.52,2.46,0.37,0.86,0.06,0.49,380.97,214.16,3.81,12.05,3.26
34003155008,34,003,155008,277.71,180.43,1.83,1.79,0.27,0.63,0.04,0.36,276.86,155.64,2.77,8.76,2.37
34003155009,34,003,155009,870.45,565.55,5.74,5.6,0.84,1.96,0.14,1.12,867.79,487.81,8.68,27.45,7.42
34003155010,34,003,155010,471.69,309.46,3.17,3.04,0.46,1.06,0.09,0.61,470.13,267.72,4.72,14.72,3.99
34003155011,34,003,155011,530.37,344.59,3.5,3.41,0.51,1.19,0.09,0.68,528.75,297.23,5.29,16.73,4.52
34003155012,34,003,155012,567.73,352.63,3.66,3.5,0.53,1.25,0.1,0.7,565.82,304.25,5.44,17.05,4.67
34003160001,34,003,160001,644.82,628.77,7.88,4.25,1.1,0.73,0.7,0.58,640.62,569.41,8.34,13.31,6.98
34003160002,34,003,160002,289.7,293.31,3.66,1.91,0.53,0.32,0.32,0.27,288.22,264.3,3.61,6.21,3.29
34003160003,34,003,160003,385.59,390.39,4.87,2.54,0.71,0.42,0.42,0.35,383.61,351.78,4.8,8.26,4.38
34003160004,34,003,160004,665.7,673.99,8.41,4.39,1.22,0.73,0.73,0.61,662.29,607.32,8.29,14.26,7.56
34003160005,34,003,160005,127.61,129.2,1.61,0.84,0.23,0.14,0.14,0.12,126.95,116.42,1.59,2.73,1.45
34003160006,34,003,160006,422.97,428.24,5.34,2.79,0.77,0.46,0.46,0.39,420.8,385.88,5.27,9.06,4.8
34003160007,34,003,160007,318.28,322.24,4.02,2.1,0.58,0.35,0.35,0.29,316.65,290.37,3.96,6.82,3.61
34003160008,34,003,160008,472,477.88,5.96,3.11,0.86,0.52,0.52,0.43,469.58,430.61,5.88,10.11,5.36
34003160009,34,003,160009,307.93,311.77,3.89,2.03,0.56,0.34,0.34,0.28,306.35,280.93,3.83,6.6,3.5
34003160010,34,003,160010,530.63,537.24,6.7,3.5,0.97,0.58,0.58,0.49,527.91,484.1,6.61,11.37,6.02
34003160011,34,003,160011,201.43,203.94,2.54,1.33,0.37,0.22,0.22,0.18,200.4,183.77,2.51,4.31,2.29
34003160012,34,003,160012,272.54,275.93,3.44,1.8,0.5,0.3,0.3,0.25,271.14,248.64,3.39,5.84,3.09
34003160013,34,003,160013,152.73,154.64,1.93,1.01,0.28,0.17,0.17,0.14,151.95,139.34,1.9,3.27,1.73
34003160014,34,003,160014,356.71,361.15,4.51,2.35,0.65,0.39,0.39,0.33,354.88,325.43,4.44,7.64,4.05
34003160015,34,003,160015,374.94,379.61,4.74,2.47,0.69,0.41,0.41,0.34,373.02,342.06,4.67,8.03,4.26
34003165001,34,003,165001,405.72,402.83,6.61,1.37,0.49,0.16,0.66,0.55,389.22,398.95,4.48,4.86,2.57
34003165002,34,003,165002,466.77,463.44,7.61,1.57,0.57,0.19,0.75,0.63,447.78,458.98,5.16,5.6,2.96
