GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PREDBID,G20PRERTRU,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PRESLAR,G20PREOHAM,G20PREOFUE,G20USSDBOO,G20USSRMEH,G20USSGHOF,G20USSOFER,G20USSOBUR
34009040402,34,009,040402,156.54,198.95,1.4,0.7,0.35,0,0.52,0.17,148.86,195.28,2.09,1.05,0
34009040403,34,009,040403,82.44,104.8,0.74,0.37,0.18,0,0.27,0.09,78.4,102.88,1.1,0.55,0
34009040404,34,009,040404,171.9,218.47,1.53,0.77,0.38,0,0.57,0.19,163.47,214.45,2.3,1.15,0
34009040405,34,009,040405,247.64,314.73,2.21,1.1,0.55,0,0.83,0.28,235.49,308.93,3.31,1.66,0
34009045001,34,009,045001,187.13,263.17,0.6,2.1,0,0,0.6,0.3,178.74,253.29,2.1,0.3,0.6
34009045002,34,009,045002,117.19,164.81,0.38,1.31,0,0,0.38,0.19,111.94,158.62,1.31,0.19,0.38
34009045003,34,009,045003,168.56,237.53,0.56,1.89,0,0,0.54,0.27,161.01,228.57,1.89,0.3,0.54
34009045004,34,009,045004,143.62,201.99,0.46,1.61,0,0,0.46,0.23,137.18,194.4,1.61,0.23,0.46
34009050001,34,009,050001,56.72,72.68,0.25,0.25,0,0,0.25,0,51.07,73.66,1.72,0,0
34009050002,34,009,050002,174.28,223.32,0.75,0.75,0,0,0.75,0,156.93,226.34,5.28,0,0
34009055001,34,009,055001,541.95,802.28,9.12,2.89,0.96,0.32,1.44,1.13,523.58,770.47,8.44,6.13,2.56
34009055002,34,009,055002,354.5,522.71,5.96,1.88,0.63,0.21,0.94,0.73,342.48,501.9,5.54,3.97,1.67
34009055003,34,009,055003,146.66,216.25,2.47,0.78,0.26,0.09,0.39,0.3,141.68,207.64,2.29,1.64,0.69
34009055004,34,009,055004,147.57,217.6,2.48,0.78,0.26,0.09,0.39,0.3,142.57,208.94,2.31,1.65,0.7
34009055005,34,009,055005,197.47,291.17,3.32,1.05,0.35,0.12,0.52,0.41,190.78,279.59,3.09,2.21,0.93
34009055006,34,009,055006,285.32,420.71,4.8,1.51,0.5,0.17,0.76,0.59,275.65,403.96,4.46,3.2,1.35
34009055007,34,009,055007,99.2,146.27,1.67,0.53,0.18,0.06,0.26,0.2,95.84,140.45,1.55,1.11,0.47
34009055008,34,009,055008,345.1,508.85,5.8,1.83,0.61,0.2,0.92,0.71,333.4,488.6,5.39,3.87,1.63
34009055009,34,009,055009,16.96,25,0.29,0.09,0.03,0.01,0.05,0.04,16.38,24.01,0.27,0.19,0.08
34009055010,34,009,055010,60.04,88.53,1.01,0.32,0.11,0.04,0.16,0.12,58,85,0.94,0.67,0.28
34009055011,34,009,055011,501.69,739.74,8.43,2.66,0.89,0.3,1.33,1.04,484.68,710.3,7.84,5.62,2.37
34009055012,34,009,055012,74.7,110.15,1.26,0.4,0.13,0.04,0.2,0.15,72.17,105.77,1.17,0.84,0.35
34009055013,34,009,055013,50.41,74.33,0.85,0.27,0.09,0.03,0.13,0.1,48.7,71.38,0.79,0.56,0.24
34009055014,34,009,055014,102.42,151.02,1.72,0.54,0.18,0.06,0.27,0.21,98.95,145.01,1.6,1.15,0.48
34009055015,34,009,055015,412.99,608.95,6.94,2.19,0.73,0.24,1.1,0.85,398.98,584.71,6.45,4.63,1.95
34009060001,34,009,060001,382.97,238.45,1.74,0.87,0,0,0.01,0.01,377.79,221.24,6.85,0.89,1.71
34009060002,34,009,060002,74.32,48.07,0.36,0.22,0.01,0,0.01,0,72.96,44.83,1.3,0.22,0.31
34009065001,34,009,065001,158.54,260.95,0.47,1.11,0.07,0.03,0.08,0.11,156.55,225.58,1.48,3.66,1.18
34009075001,34,009,075001,72.21,121.99,1.38,0.69,0,0,0.39,0.29,69.65,116.08,1.86,0.99,0.49
34009075002,34,009,075002,174.68,295.42,3.34,1.67,0,0,0.95,0.72,168.47,281.11,4.53,2.39,1.19
34009075003,34,009,075003,115.52,195.37,2.21,1.1,0,0,0.63,0.47,111.41,185.9,3,1.58,0.79
34009075004,34,009,075004,226.53,383.1,4.33,2.17,0,0,1.24,0.93,218.48,364.53,5.88,3.1,1.55
34009075005,34,009,075005,140.58,237.76,2.69,1.34,0,0,0.77,0.58,135.59,226.24,3.65,1.92,0.96
34009080001,34,009,080001,150.5,107.08,0.86,0,0,0,0.29,0,133.18,91.43,1.71,2.56,0.85
34009080002,34,009,080002,378.87,268.57,2.15,0,0,0,0.72,0,335.18,229.18,4.3,6.45,2.15
34009140001,34,009,140001,236.27,278.91,3.22,0.51,0,0.99,0.25,0.25,221.14,240.95,4.48,7.48,2.25
34009140002,34,009,140002,250.54,296.07,3.41,0.55,0,1.05,0.26,0.26,234.53,255.77,4.74,7.93,2.38
34009140003,34,009,140003,183.62,221.3,2.55,0.46,0.06,0.69,0.24,0.26,172.65,193.84,3.43,5.65,1.69
34009140004,34,009,140004,201.71,242.57,2.8,0.5,0.06,0.76,0.25,0.28,189.57,212.21,3.77,6.22,1.86
34009140005,34,009,140005,127.72,150.36,1.76,0.27,0,0.54,0.14,0.14,119.49,129.98,2.44,4.05,1.22
34009ZZZZZZ,34,009,ZZZZZZ,106.16,146.41,1.59,0.64,0.16,0.12,0.23,0.19,101.91,138.55,1.96,1.56,0.55
34011005101,34,011,005101,280.53,84.87,1.32,0.85,0.08,0.31,0.31,0.54,271.15,75.18,1.94,10.78,1.32
34011005201,34,011,005201,241.45,73.05,1.14,0.73,0.07,0.27,0.27,0.47,233.37,64.7,1.67,9.28,1.14
34011005202,34,011,005202,551.56,168.24,2.59,1.67,0.16,0.61,0.62,1.06,533.36,149.1,3.82,21.02,2.57
34011005203,34,011,005203,198.69,60.11,0.93,0.6,0.05,0.22,0.22,0.38,192.05,53.25,1.37,7.64,0.93
34011005301,34,011,005301,354.54,109.43,1.7,1.09,0.1,0.39,0.4,0.68,342.78,97.08,2.47,13.61,1.67
34011005302,34,011,005302,405.94,122.81,1.91,1.23,0.11,0.45,0.45,0.79,392.36,108.78,2.81,15.6,1.91
34011005303,34,011,005303,96.09,29.07,0.45,0.29,0.03,0.11,0.11,0.19,92.87,25.75,0.66,3.69,0.45
34011005304,34,011,005304,116.04,35.11,0.55,0.35,0.03,0.13,0.13,0.22,112.16,31.1,0.8,4.46,0.55
34011005305,34,011,005305,471.87,142.76,2.22,1.44,0.13,0.52,0.52,0.91,456.08,126.45,3.26,18.14,2.22
34011005401,34,011,005401,437.89,138.23,2.11,1.36,0.13,0.49,0.5,0.84,423.29,122.97,3.09,16.81,2.11
34011005402,34,011,005402,290.31,87.83,1.36,0.88,0.08,0.32,0.32,0.56,280.6,77.8,2.01,11.16,1.36
34011005501,34,011,005501,184.04,55.68,0.87,0.56,0.05,0.2,0.2,0.36,177.88,49.32,1.27,7.07,0.87
34011010001,34,011,010001,173.73,257.76,3.92,1.09,0,0.22,0.22,0,174.6,230.11,5.66,7.4,3.7
34011010002,34,011,010002,146.87,217.91,3.31,0.92,0,0.18,0.18,0,147.6,194.53,4.79,6.26,3.13
34011010003,34,011,010003,321.56,477.1,7.25,2.01,0,0.4,0.4,0,323.17,425.92,10.48,13.7,6.85
34011010004,34,011,010004,140.35,208.23,3.17,0.88,0,0.18,0.18,0,141.05,185.9,4.57,5.98,2.99
34011015001,34,011,015001,642.15,911.69,12.92,2.99,0.99,0,1.99,3.97,631.12,850.96,5.98,17.06,2.02
34011020001,34,011,020001,71.75,190.35,2.34,0.67,0,0,0,0,75.75,177.29,1.01,2.68,1.01
34011020002,34,011,020002,103.72,273.15,3.37,0.96,0,0,0,0,109.45,254.29,1.49,3.89,1.47
34011025001,34,011,025001,158.94,70.69,0.69,0.29,0.2,0.1,0.29,0.1,157.96,63.93,1.27,3.04,0.39
34011025002,34,011,025002,143.74,63.93,0.62,0.27,0.18,0.09,0.27,0.09,142.85,57.81,1.15,2.75,0.35
34011025003,34,011,025003,1053.46,491.32,4.97,2.09,1.32,0.66,2.03,0.64,1047.53,445.62,8.73,20.29,2.72
34011025004,34,011,025004,104.59,52.22,0.54,0.21,0.13,0.06,0.2,0.1,103.88,47.46,0.85,2.04,0.26
34011030001,34,011,030001,309.42,334.57,7.79,2,0.2,0.05,2.08,0.05,312.62,315.38,8.51,6.05,2.54
34011035001,34,011,035001,286.16,511.11,7.52,2.96,0.98,0.65,1.32,0.01,295.96,483.92,5.3,8.32,2.37
34011035002,34,011,035002,87.92,153.2,2.27,0.89,0.3,0.2,0.4,0.01,90.86,144.95,1.59,2.57,0.7
34011035003,34,011,035003,495.86,875.59,13,5.08,1.69,1.12,2.28,0.01,513.19,828.57,9.14,14.21,3.97
34011040001,34,011,040001,465.27,1063.89,7.29,1.13,0.95,0,1.91,0,455.81,1012.79,5.03,17.88,5.99
34011045001,34,011,045001,377.69,884.66,18.11,3.62,0,2.9,1.45,1.45,388.55,824.49,13.77,15.22,8.7
34011045002,34,011,045002,133.64,307.14,6.16,1.28,0,0.96,0.51,0.49,137.05,286.16,4.75,5.32,2.99
34011050101,34,011,050101,385.38,344.68,5.57,2.07,0.3,0.36,0.95,0.89,379.16,316.67,5.8,14.16,4.03
34011050102,34,011,050102,322.17,291.68,4.74,1.74,0.25,0.31,0.8,0.75,317.08,268.04,4.9,11.84,3.4
34011050103,34,011,050103,571.9,511.51,8.26,3.08,0.44,0.53,1.41,1.32,562.67,469.93,8.61,21.01,5.98
34011050104,34,011,050104,533.01,476.73,7.7,2.87,0.41,0.49,1.31,1.23,524.41,437.97,8.03,19.58,5.57
34011050201,34,011,050201,137.74,123.2,1.99,0.74,0.11,0.13,0.34,0.32,135.52,113.18,2.07,5.06,1.44
34011050202,34,011,050202,419.45,375.16,6.06,2.26,0.32,0.39,1.03,0.97,412.68,344.66,6.32,15.41,4.38
34011050301,34,011,050301,322.74,288.66,4.66,1.74,0.25,0.3,0.79,0.74,317.53,265.19,4.86,11.86,3.37
34011050302,34,011,050302,293.8,262.77,4.24,1.58,0.23,0.27,0.72,0.68,289.05,241.41,4.43,10.79,3.07
34011050303,34,011,050303,265.22,237.22,3.83,1.43,0.2,0.24,0.65,0.61,260.94,217.93,4,9.74,2.77
34011050401,34,011,050401,232.25,207.73,3.36,1.25,0.18,0.21,0.57,0.54,228.5,190.84,3.5,8.53,2.43
34011050402,34,011,050402,278.78,249.34,4.03,1.5,0.21,0.26,0.69,0.64,274.28,229.07,4.2,10.24,2.91
34011050403,34,011,050403,460.69,412.04,6.66,2.48,0.35,0.42,1.13,1.06,453.26,378.55,6.94,16.92,4.82
34011050501,34,011,050501,787.97,704.77,11.38,4.24,0.61,0.73,1.94,1.82,775.26,647.48,11.87,28.95,8.24
34011050502,34,011,050502,238.48,213.3,3.45,1.28,0.18,0.22,0.59,0.55,234.63,195.96,3.59,8.76,2.49
34011050503,34,011,050503,298.56,267.03,4.31,1.61,0.23,0.28,0.73,0.69,293.74,245.33,4.5,10.97,3.12
34011050504,34,011,050504,346.18,309.63,5,1.86,0.27,0.32,0.85,0.8,340.59,284.46,5.21,12.72,3.62
34011050505,34,011,050505,258.63,231.32,3.74,1.39,0.2,0.24,0.64,0.6,254.45,212.52,3.9,9.5,2.7
34011050506,34,011,050506,353.51,316.18,5.11,1.9,0.27,0.33,0.87,0.82,347.8,290.48,5.32,12.99,3.69
34011055001,34,011,055001,91,177,2,0,1,0,1,0,91,167,0,3,0
34011060001,34,011,060001,217.55,529.67,9,0.02,0.89,0.01,0.88,0,216.87,511.47,4.67,7.98,4.54
34011065001,34,011,065001,744.58,1077.77,10.81,6.01,0.93,0.93,3.24,0.91,728.51,1033.55,14.29,24.91,11.09
34011065002,34,011,065002,332.96,478.2,4.77,2.69,0.41,0.41,1.45,0.41,325.71,458.52,6.22,11.19,4.97
34011065003,34,011,065003,179.91,258.38,2.57,1.46,0.22,0.22,0.78,0.22,175.99,247.75,3.36,6.05,2.69
34011065004,34,011,065004,349.49,503.55,5.06,2.84,0.44,0.44,1.52,0.43,342.13,482.72,6.52,11.72,5.19
34011070101,34,011,070101,1586.03,1188.02,14.91,5.18,1.55,0.62,2.69,1.86,1532,1076.64,14.91,83.33,13.46
34011070102,34,011,070102,2488.68,1864.16,23.39,8.12,2.44,0.97,4.22,2.92,2403.9,1689.39,23.39,130.75,21.12
34011070103,34,011,070103,557.88,417.88,5.24,1.82,0.55,0.22,0.95,0.66,538.87,378.7,5.24,29.31,4.73
34011070104,34,011,070104,259.76,194.57,2.44,0.85,0.25,0.1,0.44,0.31,250.91,176.33,2.44,13.65,2.2
34011070105,34,011,070105,247.83,185.64,2.33,0.81,0.24,0.1,0.42,0.29,239.39,168.23,2.33,13.02,2.1
34011070106,34,011,070106,162.92,128.76,1.72,0.56,0.18,0.07,0.29,0.19,157.55,117.51,1.8,8.3,1.37
34011070201,34,011,070201,787.28,612.89,8.05,2.68,0.83,0.33,1.38,0.92,761.06,558.26,8.32,40.47,6.65
34011070202,34,011,070202,160.73,120.39,1.51,0.52,0.16,0.06,0.27,0.19,155.25,109.11,1.51,8.44,1.36
34011070203,34,011,070203,333.46,251.4,3.18,1.1,0.33,0.13,0.57,0.39,322.15,228.03,3.2,17.46,2.83
34011070204,34,011,070204,61.7,46.22,0.58,0.2,0.06,0.02,0.1,0.07,59.6,41.88,0.58,3.24,0.52
34011070205,34,011,070205,986.24,739.02,9.28,3.22,0.97,0.39,1.67,1.16,952.68,669.75,9.28,51.79,8.37
34011070206,34,011,070206,278.42,208.55,2.62,0.91,0.27,0.11,0.47,0.33,268.94,189,2.62,14.63,2.36
34011070301,34,011,070301,230.2,172.43,2.16,0.75,0.23,0.09,0.39,0.27,222.36,156.27,2.16,12.09,1.95
34011070302,34,011,070302,277.38,207.78,2.61,0.91,0.27,0.11,0.47,0.33,267.93,188.3,2.61,14.57,2.35
34011070303,34,011,070303,192.87,144.47,1.81,0.63,0.19,0.08,0.33,0.23,186.3,130.93,1.81,10.13,1.64
34011070401,34,011,070401,245.76,184.09,2.31,0.8,0.24,0.1,0.42,0.29,237.38,166.83,2.31,12.91,2.09
34011070402,34,011,070402,265.98,199.23,2.5,0.87,0.26,0.1,0.45,0.31,256.92,180.55,2.5,13.97,2.26
34011070403,34,011,070403,369.15,276.52,3.47,1.2,0.36,0.14,0.63,0.43,356.58,250.59,3.47,19.39,3.13
34011070404,34,011,070404,92.81,69.52,0.87,0.3,0.09,0.04,0.16,0.11,89.65,63,0.87,4.88,0.79
34011070405,34,011,070405,94.88,71.07,0.89,0.31,0.09,0.04,0.16,0.11,91.65,64.41,0.89,4.98,0.81
34011070406,34,011,070406,358.79,268.75,3.37,1.17,0.35,0.14,0.61,0.42,346.56,243.55,3.37,18.85,3.04
34011070407,34,011,070407,102.14,76.51,0.96,0.33,0.1,0.04,0.17,0.12,98.66,69.34,0.96,5.37,0.87
34011070501,34,011,070501,379.01,283.9,3.56,1.24,0.37,0.15,0.64,0.45,366.09,257.28,3.56,19.91,3.22
34011070502,34,011,070502,291.38,218.26,2.74,0.95,0.29,0.11,0.49,0.34,281.46,197.8,2.74,15.31,2.47
34011070503,34,011,070503,30.07,22.53,0.28,0.1,0.03,0.01,0.05,0.04,29.05,20.41,0.28,1.58,0.26
34011070504,34,011,070504,271.68,203.5,2.55,0.89,0.27,0.11,0.46,0.32,262.43,184.42,2.55,14.27,2.31
34011070505,34,011,070505,36.81,27.57,0.35,0.12,0.04,0.01,0.06,0.04,35.56,24.99,0.35,1.93,0.31
34011070506,34,011,070506,217.76,163.11,2.05,0.71,0.21,0.09,0.37,0.26,210.34,147.82,2.05,11.44,1.85
34011070601,34,011,070601,211.64,158.53,1.99,0.69,0.21,0.08,0.36,0.25,204.43,143.67,1.99,11.12,1.8
34011070602,34,011,070602,137.91,103.31,1.3,0.45,0.14,0.05,0.23,0.16,133.22,93.62,1.3,7.25,1.17
34011070603,34,011,070603,248.88,186.43,2.34,0.81,0.24,0.1,0.42,0.29,240.4,168.95,2.34,13.08,2.11
34011070604,34,011,070604,259.24,194.18,2.44,0.85,0.25,0.1,0.44,0.3,250.41,175.98,2.44,13.62,2.2
34011070605,34,011,070605,260.05,194.97,2.45,0.85,0.26,0.1,0.44,0.31,251.2,176.7,2.44,13.65,2.21
34011070606,34,011,070606,212.06,158.84,1.99,0.69,0.21,0.08,0.36,0.25,204.83,143.95,1.99,11.14,1.8
34011070607,34,011,070607,703.05,526.62,6.61,2.29,0.69,0.28,1.19,0.83,679.1,477.25,6.61,36.94,5.97
34011070608,34,011,070608,961.39,720.16,9.04,3.14,0.94,0.38,1.63,1.13,928.64,652.64,9.04,50.51,8.16
34011070609,34,011,070609,336.49,252.05,3.16,1.1,0.33,0.13,0.57,0.4,325.03,228.42,3.16,17.68,2.85
34011070610,34,011,070610,648.12,485.48,6.09,2.12,0.63,0.25,1.1,0.76,626.04,439.96,6.09,34.05,5.5
34011ZZZZZZ,34,011,ZZZZZZ,158.8,190.7,2.38,0.65,0.15,0.15,0.37,0.1,159.55,177.04,2.22,4.26,1.3
34013005101,34,013,005101,638.26,371.44,5.04,5.88,0.42,0.42,0.21,1.26,631.12,309.05,8.19,10.71,2.52
34013005102,34,013,005102,314.92,183.08,2.48,2.9,0.21,0.21,0.1,0.62,311.4,152.31,4.04,5.28,1.24
34013005103,34,013,005103,238.33,131.78,1.81,2.13,0.17,0.16,0.08,0.45,235.26,110.16,3.17,3.93,0.91
34013005104,34,013,005104,491.67,269.85,3.72,4.37,0.34,0.32,0.16,0.93,485.22,225.74,6.57,8.09,1.86
34013005105,34,013,005105,388.24,225.94,3.07,3.58,0.26,0.26,0.13,0.77,383.9,187.99,4.98,6.52,1.53
34013005106,34,013,005106,865.72,501.76,6.78,7.91,0.57,0.6,0.28,1.71,856.03,417.23,11.18,14.53,3.43
34013005201,34,013,005201,143.15,124.52,1.1,0.75,0.07,0,0.07,0.14,143.91,104.04,2.26,2.05,0.48
34013005202,34,013,005202,244.92,213.04,1.87,1.29,0.12,0,0.12,0.23,246.21,178.01,3.87,3.52,0.82
34013005203,34,013,005203,320.03,278.38,2.45,1.68,0.15,0,0.15,0.31,321.72,232.6,5.05,4.59,1.07
34013005204,34,013,005204,93.1,80.99,0.71,0.49,0.04,0,0.04,0.09,93.59,67.67,1.47,1.34,0.31
34013005205,34,013,005205,14.72,12.8,0.11,0.08,0.01,0,0.01,0.01,14.79,10.7,0.23,0.21,0.05
34013005206,34,013,005206,644.32,559.34,4.93,3.39,0.31,0,0.31,0.62,647.67,467.39,10.17,9.23,2.16
34013005207,34,013,005207,277.21,241.13,2.12,1.46,0.13,0,0.13,0.27,278.66,201.47,4.38,3.98,0.93
34013005208,34,013,005208,334.27,290.77,2.56,1.76,0.16,0,0.16,0.32,336.03,242.94,5.28,4.8,1.12
34013005301,34,013,005301,274.24,125.54,1.14,1.4,0.13,0.64,0,0.51,271.06,100.49,4.58,4.58,1.27
34013005302,34,013,005302,141.61,64.83,0.59,0.72,0.07,0.33,0,0.26,139.96,51.89,2.36,2.36,0.66
34013005303,34,013,005303,760.09,347.96,3.17,3.88,0.35,1.76,0,1.41,751.28,278.51,12.69,12.69,3.53
34013005304,34,013,005304,227.37,104.09,0.95,1.16,0.11,0.53,0,0.42,224.73,83.31,3.8,3.8,1.05
34013005305,34,013,005305,248.31,113.67,1.04,1.27,0.12,0.58,0,0.46,245.43,90.99,4.15,4.15,1.15
34013005306,34,013,005306,175.23,80.22,0.73,0.89,0.08,0.41,0,0.33,173.2,64.21,2.93,2.93,0.81
34013005401,34,013,005401,760.82,472.13,6.03,2.05,0,2.02,0.33,1.02,756.04,399.94,5.84,11.83,2.05
34013005402,34,013,005402,404.29,251.83,3.23,1.08,0,1.08,0.18,0.54,401.78,213.45,3.05,6.28,1.08
34013005403,34,013,005403,200.63,124.97,1.6,0.53,0,0.53,0.09,0.27,199.38,105.92,1.51,3.12,0.53
34013005404,34,013,005404,298.29,185.8,2.38,0.79,0,0.79,0.13,0.4,296.43,157.48,2.25,4.63,0.79
34013005405,34,013,005405,238.18,148.72,1.9,0.64,0,0.63,0.11,0.32,236.72,126.04,1.81,3.7,0.64
34013005406,34,013,005406,364.01,226.74,2.91,0.97,0,0.97,0.16,0.48,361.75,192.18,2.75,5.65,0.97
34013010102,34,013,010102,1520.71,643.69,8.19,5.63,1.54,2.05,2.56,2.56,1508.94,565.92,22,10.75,4.09
34013010103,34,013,010103,938.58,301.71,5.41,6.04,0.91,0.63,0.32,1.22,913.01,272.32,15.44,12.75,2.37
34013010104,34,013,010104,184.11,77.93,0.99,0.68,0.19,0.25,0.31,0.31,182.69,68.52,2.66,1.3,0.5
34013010105,34,013,010105,262.83,111.25,1.41,0.97,0.27,0.35,0.44,0.44,260.79,97.81,3.8,1.86,0.71
34013010106,34,013,010106,703.88,233.83,3.78,4.71,0.69,0.47,0.23,0.94,685.75,207.73,11.81,10.07,1.89
34013010107,34,013,010107,335.73,109.24,1.78,2.22,0.33,0.22,0.11,0.44,326.95,97.35,5.67,4.78,0.89
34013010108,34,013,010108,203.02,66.06,1.08,1.34,0.2,0.13,0.07,0.27,197.71,58.87,3.43,2.89,0.54
34013010109,34,013,010109,578.93,188.38,3.07,3.83,0.57,0.38,0.19,0.77,563.79,167.87,9.77,8.24,1.53
34013010110,34,013,010110,242.15,78.79,1.28,1.6,0.24,0.16,0.08,0.32,235.81,70.21,4.09,3.45,0.64
34013010111,34,013,010111,594.96,251.83,3.2,2.2,0.6,0.8,1,1,590.35,221.41,8.61,4.2,1.6
34013010112,34,013,010112,406.89,172.23,2.19,1.51,0.41,0.55,0.68,0.68,403.74,151.42,5.89,2.88,1.1
34013010201,34,013,010201,278.13,137.18,2.75,1.76,0.18,0.5,0.23,0.54,271.94,132.76,4.06,2.26,0.23
34013010202,34,013,010202,131.26,64.78,1.3,0.83,0.09,0.23,0.11,0.26,128.34,62.69,1.92,1.07,0.11
34013010203,34,013,010203,456.08,225.08,4.52,2.89,0.3,0.81,0.37,0.89,445.93,217.81,6.67,3.7,0.37
34013010204,34,013,010204,1591.96,785.63,15.77,10.09,1.03,2.84,1.29,3.1,1556.53,760.29,23.27,12.93,1.29
34013010205,34,013,010205,607.48,299.79,6.02,3.85,0.39,1.09,0.49,1.18,593.96,290.12,8.88,4.93,0.49
34013010206,34,013,010206,1024.37,512.07,10.16,6.49,0.67,1.84,0.83,2,1001.63,494.47,15.02,8.33,0.86
34013010207,34,013,010207,355.06,175.22,3.52,2.25,0.23,0.63,0.29,0.69,347.16,169.57,5.19,2.88,0.29
34013010208,34,013,010208,778.79,384.79,7.72,4.93,0.51,1.39,0.63,1.52,761.46,372.32,11.38,6.32,0.64
34013010209,34,013,010209,489.39,241.51,4.85,3.1,0.32,0.87,0.4,0.95,478.49,233.72,7.15,3.97,0.4
34013010210,34,013,010210,225.82,111.44,2.24,1.43,0.15,0.4,0.18,0.44,220.8,107.85,3.3,1.83,0.18
34013010211,34,013,010211,197.88,97.65,1.96,1.25,0.13,0.35,0.16,0.39,193.48,94.5,2.89,1.61,0.16
34013010301,34,013,010301,478.52,117.98,2.69,2.61,0.08,0.69,0.08,1.08,474.37,98.61,6.92,6.07,0.77
34013010302,34,013,010302,129.55,31.94,0.73,0.71,0.02,0.19,0.02,0.29,128.42,26.7,1.87,1.64,0.21
34013010304,34,013,010304,299.87,73.93,1.69,1.64,0.05,0.43,0.05,0.67,297.27,61.79,4.33,3.8,0.48
34013010305,34,013,010305,963.72,237.6,5.42,5.26,0.15,1.39,0.15,2.17,955.37,198.6,13.93,12.23,1.55
34013010306,34,013,010306,371.16,89.66,2.05,2,0.06,0.53,0.06,0.82,367.9,74.9,5.29,4.64,0.59
34013010307,34,013,010307,811.35,200.03,4.56,4.43,0.13,1.17,0.13,1.82,804.31,167.2,11.73,10.29,1.3
34013010308,34,013,010308,709.06,140.02,3.31,3.32,0.11,0.95,0.13,1.29,702.05,116.42,8.84,7.71,1.11
34013010309,34,013,010309,278.63,66.69,1.51,1.5,0.04,0.4,0.04,0.61,276.2,55.62,3.93,3.47,0.45
34013010310,34,013,010310,373.67,92.13,2.1,2.04,0.06,0.54,0.06,0.84,370.43,77,5.4,4.74,0.6
34013010311,34,013,010311,817.36,212.88,4.67,4.59,0.15,1.15,0.14,1.83,810.18,177.86,11.76,10.51,1.39
34013010312,34,013,010312,187.35,46.19,1.05,1.02,0.03,0.27,0.03,0.42,185.73,38.61,2.71,2.38,0.3
34013010313,34,013,010313,104.78,25.83,0.59,0.57,0.02,0.15,0.02,0.24,103.87,21.59,1.51,1.33,0.17
34013010314,34,013,010314,897.02,221.16,5.04,4.9,0.14,1.3,0.14,2.02,889.24,184.85,12.97,11.38,1.44
34013015001,34,013,015001,220.95,160.92,2.41,0.95,0.43,0.52,0.09,0.43,215.36,157.99,3.27,1.98,0.52
34013015002,34,013,015002,315.76,230.45,3.44,1.35,0.62,0.74,0.12,0.61,307.73,226.31,4.66,2.82,0.74
34013015003,34,013,015003,458.29,333.77,4.99,1.96,0.89,1.07,0.18,0.89,446.69,327.71,6.78,4.1,1.07
34013015004,34,013,015004,83.15,60.56,0.91,0.36,0.16,0.19,0.03,0.16,81.04,59.46,1.23,0.74,0.19
34013015005,34,013,015005,520.75,379.26,5.68,2.23,1.01,1.22,0.2,1.01,507.57,372.37,7.7,4.66,1.22
34013015006,34,013,015006,168.25,122.53,1.83,0.72,0.33,0.39,0.07,0.33,163.99,120.31,2.49,1.51,0.39
34013015007,34,013,015007,776.05,565.19,8.46,3.32,1.51,1.81,0.3,1.51,756.41,554.92,11.48,6.95,1.81
34013025001,34,013,025001,171.97,197.48,1.91,0.82,0.18,0.05,0.18,0.5,166.29,187.49,1.36,1.18,0.5
34013025002,34,013,025002,294.38,336.08,3.27,1.42,0.31,0.1,0.31,0.86,285.41,318.64,2.51,2.14,0.93
34013025003,34,013,025003,464.67,533.61,5.15,2.21,0.49,0.12,0.49,1.35,449.33,506.62,3.68,3.19,1.35
34013025004,34,013,025004,407.99,468.52,4.52,1.94,0.43,0.11,0.43,1.18,394.53,444.83,3.23,2.8,1.18
34013025005,34,013,025005,171.57,197.03,1.9,0.82,0.18,0.05,0.18,0.5,165.91,187.06,1.36,1.18,0.5
34013025006,34,013,025006,479.22,550.32,5.31,2.28,0.51,0.13,0.51,1.39,463.41,522.49,3.8,3.29,1.39
34013025007,34,013,025007,347.88,399.49,3.86,1.65,0.37,0.09,0.37,1.01,336.4,379.29,2.76,2.39,1.01
34013025008,34,013,025008,991.78,1138.92,11,4.71,1.05,0.26,1.05,2.88,959.05,1081.32,7.85,6.81,2.88
34013025009,34,013,025009,173.09,198.77,1.92,0.82,0.18,0.05,0.18,0.5,167.38,188.72,1.37,1.19,0.5
34013025010,34,013,025010,287.59,330.26,3.19,1.37,0.3,0.08,0.3,0.84,278.1,313.55,2.28,1.97,0.84
34013027E01,34,013,027E01,799,45.79,0.03,1.23,0.32,0.31,0,0.61,782.48,33.58,3.46,3.86,0.04
34013027E02,34,013,027E02,479.49,27.07,0.02,0.82,0.18,0.19,0.02,0.36,469.52,19.9,2.07,2.25,0.02
34013027E04,34,013,027E04,831.73,47.51,0,1.31,0.32,0.32,0,0.64,814.55,34.91,3.57,3.89,0.01
34013027E05,34,013,027E05,467.85,26.49,0.03,0.75,0.19,0.2,0.01,0.36,458.3,19.42,2.03,2.16,0.03
34013027N02,34,013,027N02,984.78,63.12,1.02,0.68,0.68,0.34,0,0.34,962.04,43.44,5.77,10.52,1.36
34013027N03,34,013,027N03,512.85,32.87,0.53,0.35,0.35,0.18,0,0.18,501,22.62,3,5.48,0.71
34013027N04,34,013,027N04,638.44,40.92,0.66,0.44,0.44,0.22,0,0.22,623.7,28.16,3.74,6.82,0.88
